epoch,acc,loss,lr,val_acc,val_loss
0,0.0,0.09664637085638549,0.001,0.0,0.04074894974473864
1,0.0,0.07924137466440076,0.001,0.0,0.07553219678811729
2,0.0,0.06516501699623309,0.001,0.0,0.048542407574132085
3,0.0,0.05206697230276309,0.001,0.0,0.006719958444591612
4,0.0,0.041920123602214615,0.001,0.0,0.007100492875906639
5,0.0,0.0312999696519814,0.001,0.0,0.008138733566738665
6,0.0,0.023159265655436013,0.001,0.0,0.0074090767302550375
7,0.0,0.01566663566045463,0.001,0.0,0.0022597053161916847
8,0.0,0.01034663369094855,0.001,0.0,0.00040145603560404197
9,0.0,0.006839819231658782,0.001,0.0,0.0057927780362661
10,0.0,0.004875624113667168,0.001,0.0,0.005902725548367016
11,0.0,0.003018377365630218,0.001,0.0,0.005959520116448402
12,0.0,0.0018495844040157144,0.001,0.0,0.008596647676313296
13,0.0,0.0010679866026820444,0.001,0.0,0.00901936469017528
14,0.0,0.0012067035631748455,0.001,0.0,0.003784200525842607
15,0.0,0.0009678277562335624,0.001,0.0,0.004852330515859649
16,0.0,0.0010757503432901822,0.001,0.0,0.005826888074807357
17,0.0,0.0010487599374181102,0.001,0.0,0.0003319939705761499
18,0.0,0.0010613889117896754,0.001,0.0,0.00011606450362933174
19,0.0,0.0007703198643101036,0.001,0.0,0.0013251291038614
20,0.0,0.0007338427766578542,0.001,0.0,0.0005031830714870011
21,0.0,0.0004815603558917677,0.001,0.0,0.0039340683579212055
22,0.0,0.0011521346882402308,0.001,0.0,0.00722627808136167
23,0.0,0.0009216438039928969,0.001,0.0,0.0014737502751813736
24,0.0,0.0006002092328057379,0.001,0.0,0.0015753407997181057
25,0.0,0.0009513138030199211,0.001,0.0,0.003975122453994118
26,0.0,0.0007867857463823288,0.001,0.0,0.004430322165717371
27,0.0,0.0006034872989403084,0.001,0.0,0.0035777038719970733
28,0.0,0.0009767947566184662,0.001,0.0,0.004598410175276513
29,0.0,0.0015151902032237942,0.001,0.0,0.002082714227071847
30,0.0,0.001532935451120322,0.001,0.0,0.0030853559728711843
31,0.0,0.0013965334927840893,0.001,0.0,0.003977954896981828
32,0.0,0.0011508992070479221,0.001,0.0,0.0006512399051530338
33,0.0,0.0015046048773097267,0.001,0.0,0.0020006475533591583
34,0.0,0.0012737168451023631,0.001,0.0,0.005861169163836166
35,0.0,0.0008738619059792989,0.001,0.0,0.0029740038044110406
36,0.0,0.0015466433658730238,0.001,0.0,0.002054206754110055
37,0.0,0.0014164069426968989,0.001,0.0,0.018725735717453063
38,0.0,0.0009631679024957856,0.001,0.0,0.00817847685812012
39,0.0,0.0009368440624951434,0.001,0.0,0.002159229235985549
40,0.0,0.0008305996842529183,0.001,0.0,0.007901693315943703
41,0.0,0.0004239286506689448,0.001,0.0,0.008971752395154908
42,0.0,0.0003896330560612688,0.001,0.0,0.009390885679749772
43,0.0,0.0005217498861288493,0.001,0.0,0.00708913043490611
44,0.0,0.0008145730295310434,0.001,0.0,0.006953842821530998
45,0.0,0.0007223250652283528,0.001,0.0,0.003372876191860996
46,0.0,0.0004747505823807411,0.001,0.0,0.005043127544922754
47,0.0,0.0004645092233036657,0.001,0.0,0.0017634015093790367
48,0.0,0.0006322140001621415,0.001,0.0,0.002438297320622951
49,0.0,0.0007184536711735602,0.001,0.0,0.002667027722054627
50,0.0,0.0006871190662710241,0.001,0.0,0.0009606959947632276
51,0.0,0.0008064009193587576,0.001,0.0,0.0005618547643280181
52,0.0,0.0008608774438662773,0.001,0.0,0.0031851580788497813
53,0.0,0.0011633069666889865,0.001,0.0,0.00672597685479559
54,0.0,0.0009272649834249598,0.001,0.0,0.005538622324820608
55,0.0,0.0009632833969111457,0.001,0.0,0.005979732784908265
56,0.0,0.0004176434829595995,0.001,0.0,0.0044968451402382925
57,0.0,0.0004697239025469906,0.001,0.0,0.001998070649278816
58,0.0,0.0006966877561736558,0.001,0.0,0.0006683441652057809
59,0.0,0.0007207723697463639,0.001,0.0,0.0005706102410840685
60,0.0,0.0008331988530699164,0.001,0.0,0.004059496881382074
61,0.0,0.0007029062715254871,0.001,0.0,0.0012900802066724282
62,0.0,0.0005297750497304247,0.001,0.0,0.003611279506003484
63,0.0,0.0006325088197268327,0.001,0.0,0.006089035770855844
64,0.0,0.0008146527807280348,0.001,0.0,0.0039057022077031434
65,0.0,0.0007980411029405476,0.001,0.0,0.007795943471137434
66,0.0,0.0008990174690552521,0.001,0.0,0.0042014039208879694
67,0.0,0.0007323621153390329,0.001,0.0,0.005270085603115149
68,0.0,0.00048049537246314637,0.001,0.0,0.002211909246398136
69,0.0,0.0006160479783016183,0.0005,0.0,0.0038340267637977377
70,0.0,0.00041322155488351676,0.0005,0.0,0.0013117895105096977
71,0.0,0.00044993325546353224,0.0005,0.0,0.0013328988061402924
72,0.0,0.0006597134808161124,0.0005,0.0,0.0007833272156858584
73,0.0,0.000524590758275161,0.0005,0.0,0.001480476355936844
74,0.0,0.0008976955729227292,0.0005,0.0,0.0008985648837551707
75,0.0,0.0006880402335043887,0.0005,0.0,0.00137275543238502
76,0.0,0.0006438566760104885,0.0005,0.0,0.0010674932545953197
77,0.0,0.0006592968292352452,0.0005,0.0,0.0008590128452397039
78,0.0,0.0005714593746425204,0.0005,0.0,0.000708693140950345
79,0.0,0.0005880187342259696,0.0005,0.0,0.0006582349378732033
80,0.0,0.0004180727038864892,0.0005,0.0,0.0012964419256604742
81,0.0,0.0005203090328952959,0.0005,0.0,0.0013477834363584407
82,0.0,0.0006919197914708332,0.0005,0.0,0.0013602454600913916
83,0.0,0.0007009164342410881,0.0005,0.0,0.0013593505991593702
84,0.0,0.0004772715995434402,0.0005,0.0,0.0010563895339146256
85,0.0,0.0008292441414883606,0.0005,0.0,0.000630331167485565
86,0.0,0.0004115331055608725,0.0005,0.0,0.0028537459729705006
87,0.0,0.0004122867285715122,0.0005,0.0,0.0027125260385219008
88,0.0,0.0004882228801139526,0.0005,0.0,0.004743309851619415
89,0.0,0.0006696341378540781,0.0005,0.0,0.0020937358858645894
90,0.0,0.0006767736833449147,0.0005,0.0,0.002072459814371541
91,0.0,0.0002887675558285034,0.0005,0.0,0.002137805917300284
92,0.0,0.00043857753702659946,0.0005,0.0,0.002579386215074919
93,0.0,0.0004688793773790454,0.0005,0.0,0.002607321977848187
94,0.0,0.000730432961427141,0.0005,0.0,0.0010779827844089596
95,0.0,0.000450867147829788,0.0005,0.0,0.0016987540657282807
96,0.0,0.00039322160008324364,0.0005,0.0,0.002084169100271538
97,0.0,0.0006612005066448259,0.0005,0.0,0.001943312476214487
98,0.0,0.000442859829375888,0.0005,0.0,0.0015679871794418432
99,0.0,0.0004627855041307109,0.0005,0.0,0.0008303542381327134
