epoch,acc,loss,lr,val_acc,val_loss
0,0.0,0.008340667366632833,0.001,0.0,0.007642549960392302
1,0.0,0.005498924778070154,0.001,0.0,0.02715300752900614
2,0.0,0.005794380294282925,0.001,0.0,0.0030273698004228728
3,0.0,0.00237605923997798,0.001,0.0,0.004664363706567017
4,0.0,0.0020004555037052467,0.001,0.0,0.004092968610376854
5,0.0,0.0031222224836535933,0.001,0.0,0.0037066919156786035
6,0.0,0.0034776563988998532,0.001,0.0,0.0035521601901815176
7,0.0,0.0018239552912123391,0.001,0.0,0.003411987802160564
8,0.0,0.0014178943143597818,0.001,0.0,0.003392404736246695
9,0.0,0.0013427671568073663,0.001,0.0,0.003133157334653741
10,0.0,0.0018316543345073505,0.001,0.0,0.00347875229446011
11,0.0,0.002196950667934593,0.001,0.0,0.0026764596478091414
12,0.0,0.0012375803468198392,0.001,0.0,0.0024267747352218596
13,0.0,0.0010168517081255066,0.001,0.0,0.002462769281444555
14,0.0,0.0011387016931594593,0.001,0.0,0.0027635437605576818
15,0.0,0.0011635429043497139,0.001,0.0,0.0025733485524003564
16,0.0,0.0018602413219385987,0.001,0.0,0.0027223409189649954
17,0.0,0.00259302647611163,0.001,0.0,0.0030580087369330815
18,0.0,0.0013311142015862715,0.001,0.0,0.003435723833955384
19,0.0,0.0019137212276009135,0.001,0.0,0.004547860937908732
20,0.0,0.003023128668385388,0.001,0.0,0.003441878226359164
21,0.0,0.0021922407907507212,0.001,0.0,0.005181613353854091
22,0.0,0.0023847388797795187,0.001,0.0,0.0062262084566772425
23,0.0,0.001526278517756088,0.001,0.0,0.002972594774305233
24,0.0,0.0020744076108771005,0.001,0.0,0.00251517042069205
25,0.0,0.0012365108335234702,0.001,0.0,0.002698183506715749
26,0.0,0.0016800620804742676,0.001,0.0,0.0019383930471681891
27,0.0,0.0017161366023384769,0.001,0.0,0.0020894937834365804
28,0.0,0.0012911976684398692,0.001,0.0,0.0019754142612431044
29,0.0,0.0007478144137977893,0.001,0.0,0.0025241891586845694
30,0.0,0.0011750288752682984,0.001,0.0,0.005490707359712552
31,0.0,0.0014990245876948492,0.001,0.0,0.011136565616657141
32,0.0,0.0010946287909463011,0.001,0.0,0.011792167181635432
33,0.0,0.0010063457167982651,0.001,0.0,0.008749858624177981
34,0.0,0.001184768597434821,0.001,0.0,0.004204813722438487
35,0.0,0.001020282006586255,0.001,0.0,0.003233941330395529
36,0.0,0.0008515446160672224,0.001,0.0,0.0029316418838636776
37,0.0,0.0007175831542822895,0.001,0.0,0.0029411264041466225
