epoch,acc,loss,lr,val_acc,val_loss
0,0.0,0.010294581836971798,0.001,0.0,0.002059108699540957
1,0.0,0.003643865850876625,0.001,0.0,0.0010060261629405431
2,0.0,0.0020712680033236545,0.001,0.0,0.0007297421761904843
3,0.0,0.001674237293436339,0.001,0.0,0.001341981203040632
4,0.0,0.0010826672124829584,0.001,0.0,0.0024118076889863005
5,0.0,0.004794416494214123,0.001,0.0,0.00045685532631978276
6,0.0,0.0012026021247852202,0.001,0.0,0.0010735054665929056
7,0.0,0.0017281505622361835,0.001,0.0,0.003443262524342572
8,0.0,0.001686883904499394,0.001,0.0,0.0020449452167667914
9,0.0,0.0013754529716128385,0.001,0.0,0.0005064257343292411
10,0.0,0.0007120370911587471,0.001,0.0,0.0005362634256016463
11,0.0,0.00199882152887049,0.001,0.0,0.003468695118499454
12,0.0,0.002246240510966776,0.001,0.0,0.005339064461622911
13,0.0,0.0013958401502398039,0.001,0.0,0.03709268735838123
14,0.0,0.004851672296583848,0.001,0.0,0.05088921636343002
15,0.0,0.002241414730241032,0.001,0.0,0.09381262492388487
16,0.0,0.0013338657111346133,0.001,0.0,0.06759529723785818
17,0.0,0.001240285664435329,0.001,0.0,0.001686229312326759
18,0.0,0.000782607467944648,0.001,0.0,0.004332783631980419
19,0.0,0.00075688185456305,0.001,0.0,0.0014642356654803734
20,0.0,0.0018420707306895086,0.001,0.0,0.008254895976278931
21,0.0,0.0013684336510394995,0.001,0.0,0.010905885486863554
22,0.0,0.0015795373641211833,0.001,0.0,5.177573461878637e-05
23,0.0,0.0013297780217774407,0.001,0.0,0.00017834403934102738
24,0.0,0.0009915280315908603,0.001,0.0,9.857879706487438e-05
25,0.0,0.0010908824595389887,0.001,0.0,0.0007798795122653246
26,0.0,0.000740134309384494,0.001,0.0,0.011267157562542707
27,0.0,0.0006990460477888854,0.001,0.0,0.008449066372122616
28,0.0,0.0006691520579854689,0.001,0.0,0.010600174020510167
29,0.0,0.0008539822531211509,0.001,0.0,0.005979533278150484
30,0.0,0.0013112088529803594,0.001,0.0,0.0008660017945203435
31,0.0,0.0009419335128960052,0.001,0.0,0.0004025554467261827
32,0.0,0.0008982620663836745,0.001,0.0,0.0006133894858066924
33,0.0,0.00224635640552151,0.001,0.0,0.010083719505928457
34,0.0,0.0010439116542999584,0.001,0.0,0.002489422131475294
35,0.0,0.0009000948189120543,0.001,0.0,0.0015590021866955794
36,0.0,0.0007850141115149631,0.001,0.0,0.00026534150009638324
37,0.0,0.0008315973183351545,0.001,0.0,0.0002052800334126914
38,0.0,0.0008386242092934768,0.001,0.0,0.0006517867623188067
39,0.0,0.0008339311821576925,0.001,0.0,0.0003245039160901797
40,0.0,0.0008080515908659436,0.001,0.0,0.00047037683543749154
41,0.0,0.0009149044988781067,0.001,0.0,0.0016507787950104102
42,0.0,0.0018193794751392776,0.001,0.0,0.006026029426720925
43,0.0,0.0009406901502332307,0.001,0.0,0.005781434854725376
44,0.0,0.0012889099495001382,0.001,0.0,0.017804709787014872
45,0.0,0.0009461413080747374,0.001,0.0,0.009378643619129434
46,0.0,0.0012818815518250248,0.001,0.0,0.006260335081606172
47,0.0,0.0007665266112828823,0.001,0.0,0.00026216305445814214
48,0.0,0.0006841843441131795,0.001,0.0,8.35338070146463e-05
49,0.0,0.002139945988126687,0.001,0.0,0.012374685378745198
50,0.0,0.002039030781873551,0.001,0.0,0.002110230845573824
51,0.0,0.0015944987733076375,0.001,0.0,0.005427486008557025
52,0.0,0.0009571553937061445,0.001,0.0,0.0006133447077445453
53,0.0,0.0011094338964444193,0.001,0.0,0.0011687744145092438
54,0.0,0.0008393445296525514,0.001,0.0,0.00040211374061982497
55,0.0,0.0012137600596026077,0.001,0.0,0.0011237362368774484
56,0.0,0.0009044670613978891,0.001,0.0,0.0007173616231739288
57,0.0,0.0006242159828712159,0.001,0.0,0.00014185134500621643
58,0.0,0.0008902612378159048,0.001,0.0,0.00023723978972611803
59,0.0,0.0010420185725946028,0.001,0.0,0.0003177718665483553
60,0.0,0.0008310890764972244,0.001,0.0,0.004172656015725806
61,0.0,0.0006571469938774642,0.001,0.0,0.006765297875972465
62,0.0,0.0009337318996059414,0.001,0.0,0.006836275570094585
63,0.0,0.0006884021056114426,0.001,0.0,0.0004493359010666609
64,0.0,0.0006346210179081505,0.001,0.0,0.00015647579152755497
65,0.0,0.00045306309529175785,0.001,0.0,8.232839587662966e-05
66,0.0,0.0008716020418911572,0.001,0.0,0.00010796682320801665
67,0.0,0.0007294147019006471,0.001,0.0,7.820569319960669e-05
68,0.0,0.0004964087470924776,0.001,0.0,0.00028311391861279844
69,0.0,0.00048549865113225104,0.001,0.0,0.0002948577337065217
70,0.0,0.000497783901051949,0.001,0.0,0.0003517465424920374
71,0.0,0.0008726270573357684,0.001,0.0,0.0001781491474730501
72,0.0,0.0007127017482784332,0.001,0.0,0.00016340861563435283
73,0.0,0.0008073288604607928,0.0005,0.0,0.0005061341877308223
74,0.0,0.0004147965928400242,0.0005,0.0,0.0005993509134896158
75,0.0,0.001276187033133618,0.0005,0.0,0.0008415555248575401
76,0.0,0.0007451590043370073,0.0005,0.0,0.0006818845527050144
77,0.0,0.0010798267516963136,0.0005,0.0,0.00030878026109348866
78,0.0,0.0005949188045824964,0.0005,0.0,0.00024708584589916427
79,0.0,0.0006003476685835171,0.0005,0.0,0.00013416197992910384
80,0.0,0.0004109184769683787,0.0005,0.0,0.00011502385805783888
81,0.0,0.0008204491894407271,0.0005,0.0,0.00015177522561771184
82,0.0,0.0004805919629641147,0.0005,0.0,0.00015404265469243228
83,0.0,0.0007401168421079332,0.0005,0.0,0.0001962598005320615
84,0.0,0.0010845554165969493,0.0005,0.0,0.00012868815719002669
85,0.0,0.0005858653043488678,0.0005,0.0,0.00022655297561868792
86,0.0,0.0007863348385734226,0.0005,0.0,0.0002661508317771677
87,0.0,0.0011794986994094583,0.0005,0.0,0.0005981620908528384
88,0.0,0.0006693799081212522,0.0005,0.0,0.0004469312864330277
89,0.0,0.000740420597139746,0.0005,0.0,0.0007272646814726613
90,0.0,0.0003352126807792382,0.0005,0.0,0.0005962855794905408
91,0.0,0.0008341175686358551,0.0005,0.0,0.0009951436416031356
92,0.0,0.0007863242816423927,0.0005,0.0,0.0004883285416781291
93,0.0,0.0008718844295225081,0.0005,0.0,0.0004203618570954859
94,0.0,0.0006964819083805196,0.0005,0.0,0.0003189211555536531
95,0.0,0.000725236342412628,0.0005,0.0,0.00026953088672598824
96,0.0,0.0009270941681040169,0.0005,0.0,0.000509664647779573
97,0.0,0.0005309615420532952,0.0005,0.0,0.0002974271740185941
98,0.0,0.0006913350275250483,0.0005,0.0,0.000424978042588009
99,0.0,0.0007161419844889774,0.0005,0.0,0.0022739553642168175
